date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2021/08/27,2021,8,27,chokepoint28,Kerch Strait,1,2,50,0,17,53,70,1463,10284,93471,0,57575,105218,162794,74591
2021/08/28,2021,8,28,chokepoint28,Kerch Strait,0,1,43,2,10,46,56,0,3252,68338,747,27012,72338,99351,74592
2021/08/29,2021,8,29,chokepoint28,Kerch Strait,0,5,46,1,8,52,60,0,31084,78940,2585,22862,112611,135473,74593
2021/08/30,2021,8,30,chokepoint28,Kerch Strait,0,1,45,0,10,46,56,0,1609,79220,0,31003,80829,111833,74594
2021/08/31,2021,8,31,chokepoint28,Kerch Strait,0,1,49,2,11,52,63,0,18391,68655,1314,50394,88362,138756,74595
2021/09/01,2021,9,1,chokepoint28,Kerch Strait,1,2,51,1,13,55,68,2882,0,92517,3788,25249,99189,124438,74596
2021/09/02,2021,9,2,chokepoint28,Kerch Strait,0,2,26,0,7,28,35,0,3279,36582,0,28275,39862,68138,74597
2021/09/03,2021,9,3,chokepoint28,Kerch Strait,1,0,35,0,10,36,46,1331,0,57136,0,25895,58468,84364,74598
2021/09/04,2021,9,4,chokepoint28,Kerch Strait,0,2,59,0,15,61,76,0,15779,101743,0,37868,117522,155390,74599
2021/09/05,2021,9,5,chokepoint28,Kerch Strait,0,5,59,2,18,66,84,0,52260,92166,924,56481,145351,201832,74600
2021/09/06,2021,9,6,chokepoint28,Kerch Strait,0,2,44,0,17,46,63,0,1609,74411,0,40933,76020,116954,74601
2021/09/07,2021,9,7,chokepoint28,Kerch Strait,0,1,37,0,10,38,48,0,0,41727,0,29787,41727,71514,74602
2021/09/08,2021,9,8,chokepoint28,Kerch Strait,0,1,17,0,2,18,20,0,0,33265,0,5339,33265,38604,74603
2021/09/09,2021,9,9,chokepoint28,Kerch Strait,0,1,33,0,8,34,42,0,23380,49782,0,39202,73163,112365,74604
2021/09/10,2021,9,10,chokepoint28,Kerch Strait,0,2,48,2,22,52,74,0,40418,76720,959,65013,118098,183112,74605
2021/09/11,2021,9,11,chokepoint28,Kerch Strait,0,6,52,0,19,58,77,0,57052,98522,0,51683,155574,207258,74606
2021/09/12,2021,9,12,chokepoint28,Kerch Strait,1,4,74,0,13,79,92,1331,14697,111056,0,53157,127085,180243,74607
2021/09/13,2021,9,13,chokepoint28,Kerch Strait,1,1,62,1,14,65,79,4830,0,115213,0,30559,120044,150603,74608
2021/09/14,2021,9,14,chokepoint28,Kerch Strait,0,6,49,0,17,55,72,0,84276,71644,0,43705,155920,199626,74609
2021/09/15,2021,9,15,chokepoint28,Kerch Strait,0,1,56,0,17,57,74,0,32292,80178,0,68278,112470,180749,74610
2021/09/16,2021,9,16,chokepoint28,Kerch Strait,0,2,45,0,11,47,58,0,0,72400,0,32409,72400,104809,74611
2021/09/17,2021,9,17,chokepoint28,Kerch Strait,1,4,47,1,18,53,71,807,19833,102542,4039,48792,127223,176016,74612
2021/09/18,2021,9,18,chokepoint28,Kerch Strait,1,5,33,0,9,39,48,4110,3279,57725,0,19817,65116,84933,74613
2021/09/19,2021,9,19,chokepoint28,Kerch Strait,1,1,41,0,15,43,58,1247,0,66664,0,40552,67912,108465,74614
2021/09/20,2021,9,20,chokepoint28,Kerch Strait,0,6,42,0,14,48,62,0,35547,54719,0,46593,90266,136859,74615
2021/09/21,2021,9,21,chokepoint28,Kerch Strait,0,3,49,0,13,52,65,0,20741,108477,0,28909,129218,158127,74616
2021/09/22,2021,9,22,chokepoint28,Kerch Strait,0,4,33,0,12,37,49,0,3252,53609,0,24079,56862,80941,74617
2021/09/23,2021,9,23,chokepoint28,Kerch Strait,1,2,47,0,19,50,69,1463,6355,73744,0,76615,81562,158178,74618
2021/09/24,2021,9,24,chokepoint28,Kerch Strait,0,4,37,0,12,41,53,0,38572,48922,0,15041,87495,102536,74619
2021/09/25,2021,9,25,chokepoint28,Kerch Strait,0,2,34,0,10,36,46,0,3347,60563,0,37520,63911,101431,74620
2021/09/26,2021,9,26,chokepoint28,Kerch Strait,0,1,34,0,8,35,43,0,36371,60271,0,26462,96643,123105,74621
2021/09/27,2021,9,27,chokepoint28,Kerch Strait,2,2,71,0,28,75,103,16289,40379,117661,0,107543,174330,281874,74622
2021/09/28,2021,9,28,chokepoint28,Kerch Strait,0,2,48,0,14,50,64,0,16416,67447,0,41795,83863,125658,74623
2021/09/29,2021,9,29,chokepoint28,Kerch Strait,1,0,27,0,5,28,33,1068,0,38129,0,13926,39198,53125,74624
2021/09/30,2021,9,30,chokepoint28,Kerch Strait,0,0,2,0,1,2,3,0,0,1722,0,4742,1722,6464,74625
2021/10/01,2021,10,1,chokepoint28,Kerch Strait,0,0,2,0,1,2,3,0,0,1503,0,0,1503,1503,74626
2021/10/02,2021,10,2,chokepoint28,Kerch Strait,0,1,18,0,6,19,25,0,0,35700,0,19982,35700,55683,74627
2021/10/03,2021,10,3,chokepoint28,Kerch Strait,0,0,22,0,5,22,27,0,0,27250,0,5214,27250,32465,74628
2021/10/04,2021,10,4,chokepoint28,Kerch Strait,1,1,34,0,6,36,42,691,0,53376,0,4847,54068,58915,74629
2021/10/05,2021,10,5,chokepoint28,Kerch Strait,0,0,5,0,3,5,8,0,0,7914,0,5063,7914,12978,74630
2021/10/06,2021,10,6,chokepoint28,Kerch Strait,0,0,1,0,1,1,2,0,0,1672,0,0,1672,1672,74631
2021/10/07,2021,10,7,chokepoint28,Kerch Strait,0,0,4,0,2,4,6,0,0,7124,0,9389,7124,16513,74632
2021/10/08,2021,10,8,chokepoint28,Kerch Strait,0,1,31,0,9,32,41,0,7936,30914,0,0,38851,38851,74633
2021/10/09,2021,10,9,chokepoint28,Kerch Strait,1,0,39,0,18,40,58,1463,0,53744,0,38186,55208,93394,74634
2021/10/10,2021,10,10,chokepoint28,Kerch Strait,0,7,66,0,16,73,89,0,26647,102279,0,33800,128927,162728,74635
2021/10/11,2021,10,11,chokepoint28,Kerch Strait,0,5,56,0,11,61,72,0,46291,89116,0,25163,135407,160571,74636
2021/10/12,2021,10,12,chokepoint28,Kerch Strait,0,0,51,1,18,52,70,0,0,102005,3788,30115,105793,135909,74637
2021/10/13,2021,10,13,chokepoint28,Kerch Strait,0,1,26,0,12,27,39,0,25998,33483,0,47894,59482,107376,74638
2021/10/14,2021,10,14,chokepoint28,Kerch Strait,1,5,48,0,17,54,71,1331,29457,90224,0,41574,121013,162588,74639
2021/10/15,2021,10,15,chokepoint28,Kerch Strait,0,0,40,0,10,40,50,0,0,59636,0,49785,59636,109421,74640
2021/10/16,2021,10,16,chokepoint28,Kerch Strait,0,0,45,0,21,45,66,0,0,108123,0,54882,108123,163006,74641
2021/10/17,2021,10,17,chokepoint28,Kerch Strait,0,2,67,0,21,69,90,0,37424,107505,0,39797,144930,184727,74642
2021/10/18,2021,10,18,chokepoint28,Kerch Strait,1,4,47,0,24,52,76,691,16433,86144,0,55807,103269,159077,74643
2021/10/19,2021,10,19,chokepoint28,Kerch Strait,0,0,34,0,13,34,47,0,0,40061,0,29910,40061,69972,74644
2021/10/20,2021,10,20,chokepoint28,Kerch Strait,0,2,48,0,11,50,61,0,21888,98379,0,43437,120267,163705,74645
2021/10/21,2021,10,21,chokepoint28,Kerch Strait,0,0,32,0,10,32,42,0,0,40152,0,24058,40152,64211,74646
2021/10/22,2021,10,22,chokepoint28,Kerch Strait,1,0,33,0,12,34,46,2529,0,63005,0,29535,65535,95070,74647
2021/10/23,2021,10,23,chokepoint28,Kerch Strait,0,4,46,1,15,51,66,0,28129,87760,0,48419,115890,164310,74648
2021/10/24,2021,10,24,chokepoint28,Kerch Strait,0,2,29,1,18,32,50,0,0,52453,3788,40835,56241,97077,74649
2021/10/25,2021,10,25,chokepoint28,Kerch Strait,0,2,36,0,14,38,52,0,9230,64188,0,42771,73418,116190,74650
2021/10/26,2021,10,26,chokepoint28,Kerch Strait,0,1,37,0,10,38,48,0,0,48539,0,31366,48539,79906,74651
2021/10/27,2021,10,27,chokepoint28,Kerch Strait,1,5,44,0,23,50,73,1331,31216,91329,0,74651,123877,198528,74652
2021/10/28,2021,10,28,chokepoint28,Kerch Strait,0,0,48,0,18,48,66,0,0,76860,0,35919,76860,112779,74653
2021/10/29,2021,10,29,chokepoint28,Kerch Strait,0,4,35,0,15,39,54,0,16654,44078,0,36179,60733,96913,74654
2021/10/30,2021,10,30,chokepoint28,Kerch Strait,0,0,44,0,10,44,54,0,0,50507,0,30568,50507,81075,74655
2021/10/31,2021,10,31,chokepoint28,Kerch Strait,0,0,33,0,17,33,50,0,0,52467,0,42929,52467,95397,74656
2021/11/01,2021,11,1,chokepoint28,Kerch Strait,0,2,29,1,15,32,47,0,15949,46102,2585,28994,64637,93631,74657
2021/11/02,2021,11,2,chokepoint28,Kerch Strait,0,3,41,0,13,44,57,0,30391,53060,0,39414,83452,122866,74658
2021/11/03,2021,11,3,chokepoint28,Kerch Strait,1,2,39,0,12,42,54,1463,12127,52785,0,35968,66376,102345,74659
2021/11/04,2021,11,4,chokepoint28,Kerch Strait,0,2,47,0,17,49,66,0,534,59429,0,50320,59964,110284,74660
2021/11/05,2021,11,5,chokepoint28,Kerch Strait,0,3,24,0,9,27,36,0,64943,41252,0,25756,106195,131951,74661
2021/11/06,2021,11,6,chokepoint28,Kerch Strait,0,1,33,2,14,36,50,0,2063,51629,4605,48826,58298,107125,74662
2021/11/07,2021,11,7,chokepoint28,Kerch Strait,0,4,41,0,16,45,61,0,22541,51098,0,53470,73640,127110,74663
2021/11/08,2021,11,8,chokepoint28,Kerch Strait,1,2,27,0,11,30,41,1331,11125,52702,0,26039,65159,91198,74664
2021/11/09,2021,11,9,chokepoint28,Kerch Strait,0,0,12,0,2,12,14,0,0,16940,0,0,16940,16940,74665
2021/11/10,2021,11,10,chokepoint28,Kerch Strait,0,0,3,0,3,3,6,0,0,4840,0,10551,4840,15392,74666
2021/11/11,2021,11,11,chokepoint28,Kerch Strait,0,1,11,0,2,12,14,0,0,23954,0,1458,23954,25413,74667
2021/11/12,2021,11,12,chokepoint28,Kerch Strait,0,2,20,2,11,24,35,0,3930,28798,607,31639,33337,64976,74668
2021/11/13,2021,11,13,chokepoint28,Kerch Strait,0,1,15,0,5,16,21,0,12489,37975,0,15306,50465,65771,74669
2021/11/14,2021,11,14,chokepoint28,Kerch Strait,0,0,21,0,12,21,33,0,0,27415,0,36950,27415,64366,74670
2021/11/15,2021,11,15,chokepoint28,Kerch Strait,0,0,9,1,4,10,14,0,0,13171,2388,9278,15559,24837,74671
2021/11/16,2021,11,16,chokepoint28,Kerch Strait,0,0,3,0,3,3,6,0,0,4548,0,5281,4548,9830,74672
2021/11/17,2021,11,17,chokepoint28,Kerch Strait,0,0,13,1,5,14,19,0,0,22873,817,4350,23691,28041,74673
2021/11/18,2021,11,18,chokepoint28,Kerch Strait,1,2,33,0,7,36,43,1463,0,60990,0,20378,62453,82832,74674
2021/11/19,2021,11,19,chokepoint28,Kerch Strait,0,1,22,1,8,24,32,0,12196,29655,3788,11253,45640,56893,74675
2021/11/20,2021,11,20,chokepoint28,Kerch Strait,0,1,10,0,3,11,14,0,0,11088,0,2135,11088,13224,74676
2021/11/21,2021,11,21,chokepoint28,Kerch Strait,0,1,16,0,4,17,21,0,39405,29443,0,19884,68849,88734,74677
2021/11/22,2021,11,22,chokepoint28,Kerch Strait,1,0,17,0,6,18,24,807,0,21739,0,18728,22547,41275,74678
2021/11/23,2021,11,23,chokepoint28,Kerch Strait,0,1,6,0,9,7,16,0,0,4290,0,30855,4290,35146,74679
2021/11/24,2021,11,24,chokepoint28,Kerch Strait,0,1,11,0,5,12,17,0,0,15383,0,0,15383,15383,74680
2021/11/25,2021,11,25,chokepoint28,Kerch Strait,0,3,7,0,12,10,22,0,39405,6799,0,25563,46205,71768,74681
2021/11/26,2021,11,26,chokepoint28,Kerch Strait,0,1,7,0,4,8,12,0,0,4904,0,0,4904,4904,74682
2021/11/27,2021,11,27,chokepoint28,Kerch Strait,0,1,7,0,2,8,10,0,0,8103,0,5243,8103,13347,74683
2021/11/28,2021,11,28,chokepoint28,Kerch Strait,0,1,14,1,9,16,25,0,1699,22979,817,22427,25495,47922,74684
2021/11/29,2021,11,29,chokepoint28,Kerch Strait,0,1,4,0,1,5,6,0,30327,2988,0,0,33315,33315,74685
2021/11/30,2021,11,30,chokepoint28,Kerch Strait,0,0,4,0,2,4,6,0,0,8900,0,0,8900,8900,74686
2021/12/01,2021,12,1,chokepoint28,Kerch Strait,0,0,5,0,3,5,8,0,0,11155,0,4847,11155,16003,74687
2021/12/02,2021,12,2,chokepoint28,Kerch Strait,0,3,10,0,5,13,18,0,56630,17125,0,10763,73756,84519,74688
2021/12/03,2021,12,3,chokepoint28,Kerch Strait,0,1,14,0,4,15,19,0,5722,16053,0,6710,21775,28485,74689
2021/12/04,2021,12,4,chokepoint28,Kerch Strait,0,1,15,0,4,16,20,0,1738,24917,0,15813,26655,42469,74690
2021/12/05,2021,12,5,chokepoint28,Kerch Strait,0,1,13,2,7,16,23,0,18391,28366,6770,24769,53528,78298,74691
2021/12/06,2021,12,6,chokepoint28,Kerch Strait,1,0,15,0,4,16,20,1595,0,19464,0,5279,21059,26339,74692
2021/12/07,2021,12,7,chokepoint28,Kerch Strait,0,2,11,0,5,13,18,0,8173,11612,0,9012,19785,28798,74693
2021/12/08,2021,12,8,chokepoint28,Kerch Strait,0,3,9,0,4,12,16,0,43660,9536,0,17308,53197,70505,74694
2021/12/09,2021,12,9,chokepoint28,Kerch Strait,0,1,9,0,3,10,13,0,0,14023,0,0,14023,14023,74695
2021/12/10,2021,12,10,chokepoint28,Kerch Strait,1,0,10,0,6,11,17,1121,0,21541,0,30053,22662,52716,74696
2021/12/11,2021,12,11,chokepoint28,Kerch Strait,0,1,11,1,8,13,21,0,0,14599,817,28294,15416,43710,74697
2021/12/12,2021,12,12,chokepoint28,Kerch Strait,0,0,19,0,6,19,25,0,0,22834,0,7979,22834,30814,74698
2021/12/13,2021,12,13,chokepoint28,Kerch Strait,0,0,11,0,7,11,18,0,0,12061,0,21447,12061,33508,74699
2021/12/14,2021,12,14,chokepoint28,Kerch Strait,0,1,13,0,6,14,20,0,6557,16220,0,27471,22778,50250,74700
2021/12/15,2021,12,15,chokepoint28,Kerch Strait,1,0,9,0,5,10,15,1319,0,12180,0,5219,13499,18718,74701
2021/12/16,2021,12,16,chokepoint28,Kerch Strait,0,0,7,0,8,7,15,0,0,12989,0,22376,12989,35365,74702
2021/12/17,2021,12,17,chokepoint28,Kerch Strait,0,0,11,0,5,11,16,0,0,18250,0,4995,18250,23245,74703
2021/12/18,2021,12,18,chokepoint28,Kerch Strait,1,0,7,0,4,8,12,1994,0,5092,0,21767,7086,28853,74704
2021/12/19,2021,12,19,chokepoint28,Kerch Strait,0,2,11,2,11,15,26,0,0,23109,3788,37093,26897,63991,74705
2021/12/20,2021,12,20,chokepoint28,Kerch Strait,0,1,9,1,8,11,19,0,8810,9518,3788,22683,22117,44800,74706
2021/12/21,2021,12,21,chokepoint28,Kerch Strait,0,0,9,0,8,9,17,0,0,9203,0,19832,9203,29036,74707
2021/12/22,2021,12,22,chokepoint28,Kerch Strait,0,2,9,1,5,12,17,0,0,13853,0,12859,13853,26712,74708
2021/12/23,2021,12,23,chokepoint28,Kerch Strait,1,1,8,0,9,10,19,1200,0,13875,0,29089,15075,44164,74709
2021/12/24,2021,12,24,chokepoint28,Kerch Strait,0,1,11,0,7,12,19,0,0,11123,0,23612,11123,34735,74710
2021/12/25,2021,12,25,chokepoint28,Kerch Strait,0,0,4,0,5,4,9,0,0,5224,0,10534,5224,15758,74711
2021/12/26,2021,12,26,chokepoint28,Kerch Strait,0,4,10,0,9,14,23,0,46904,29273,0,49506,76178,125684,74712
2021/12/27,2021,12,27,chokepoint28,Kerch Strait,0,0,13,0,5,13,18,0,0,13492,0,13874,13492,27367,74713
2021/12/28,2021,12,28,chokepoint28,Kerch Strait,0,1,5,1,4,7,11,0,0,3564,817,25361,4381,29742,74714
2021/12/29,2021,12,29,chokepoint28,Kerch Strait,0,0,10,0,5,10,15,0,0,16552,0,26349,16552,42902,74715
2021/12/30,2021,12,30,chokepoint28,Kerch Strait,0,3,9,0,2,12,14,0,1609,11388,0,12150,12997,25147,74716
2021/12/31,2021,12,31,chokepoint28,Kerch Strait,0,1,15,1,13,17,30,0,0,17628,2783,52864,20412,73276,74717
2022/01/01,2022,1,1,chokepoint28,Kerch Strait,1,0,12,0,8,13,21,2529,0,18537,0,27830,21067,48897,74718
2022/01/02,2022,1,2,chokepoint28,Kerch Strait,0,0,4,0,2,4,6,0,0,1250,0,5246,1250,6496,74719
2022/01/03,2022,1,3,chokepoint28,Kerch Strait,1,0,1,0,4,2,6,850,0,1868,0,14180,2719,16900,74720
2022/01/04,2022,1,4,chokepoint28,Kerch Strait,0,1,10,1,7,12,19,0,12489,13753,0,16438,26242,42681,74721
2022/01/05,2022,1,5,chokepoint28,Kerch Strait,0,1,7,1,3,9,12,0,27007,10311,3788,12994,41108,54102,74722
2022/01/06,2022,1,6,chokepoint28,Kerch Strait,0,2,5,0,3,7,10,0,2846,4780,0,10920,7626,18547,74723
2022/01/07,2022,1,7,chokepoint28,Kerch Strait,1,1,9,0,7,11,18,1331,0,15227,0,29376,16559,45935,74724
2022/01/08,2022,1,8,chokepoint28,Kerch Strait,0,1,12,0,11,13,24,0,3189,19179,0,23129,22368,45498,74725
2022/01/09,2022,1,9,chokepoint28,Kerch Strait,1,0,6,0,6,7,13,1247,0,11001,0,21549,12248,33798,74726
2022/01/10,2022,1,10,chokepoint28,Kerch Strait,0,1,13,0,2,14,16,0,6557,27910,0,0,34467,34467,74727
2022/01/11,2022,1,11,chokepoint28,Kerch Strait,0,1,4,0,4,5,9,0,3189,4010,0,5311,7199,12510,74728
2022/01/12,2022,1,12,chokepoint28,Kerch Strait,0,0,5,0,2,5,7,0,0,4202,0,9754,4202,13956,74729
2022/01/13,2022,1,13,chokepoint28,Kerch Strait,0,1,5,0,8,6,14,0,1146,10963,0,22387,12109,34497,74730
2022/01/14,2022,1,14,chokepoint28,Kerch Strait,0,0,3,1,3,4,7,0,0,3660,607,14284,4267,18552,74731
2022/01/15,2022,1,15,chokepoint28,Kerch Strait,0,0,6,0,0,6,6,0,0,8081,0,0,8081,8081,74732
2022/01/16,2022,1,16,chokepoint28,Kerch Strait,0,0,17,0,7,17,24,0,0,27871,0,17502,27871,45373,74733
2022/01/17,2022,1,17,chokepoint28,Kerch Strait,1,1,5,1,6,8,14,1463,12489,7558,2982,6174,24493,30668,74734
2022/01/18,2022,1,18,chokepoint28,Kerch Strait,0,0,13,0,1,13,14,0,0,17458,0,0,17458,17458,74735
2022/01/19,2022,1,19,chokepoint28,Kerch Strait,0,2,9,0,7,11,18,0,1146,20718,0,23057,21865,44923,74736
2022/01/20,2022,1,20,chokepoint28,Kerch Strait,0,4,12,0,12,16,28,0,8810,19424,0,36918,28234,65152,74737
2022/01/21,2022,1,21,chokepoint28,Kerch Strait,1,2,13,1,4,17,21,1068,16193,18003,3788,16564,39053,55618,74738
2022/01/22,2022,1,22,chokepoint28,Kerch Strait,0,2,18,0,6,20,26,0,5018,31353,0,19356,36372,55728,74739
2022/01/23,2022,1,23,chokepoint28,Kerch Strait,0,1,1,0,3,2,5,0,0,1484,0,11222,1484,12706,74740
2022/01/24,2022,1,24,chokepoint28,Kerch Strait,1,0,8,0,4,9,13,361,0,6188,0,11595,6550,18145,74741
2022/01/25,2022,1,25,chokepoint28,Kerch Strait,0,1,5,0,2,6,8,0,24562,7795,0,0,32358,32358,74742
2022/01/26,2022,1,26,chokepoint28,Kerch Strait,0,0,8,0,8,8,16,0,0,8339,0,43467,8339,51807,74743
2022/01/27,2022,1,27,chokepoint28,Kerch Strait,0,1,10,2,7,13,20,0,0,8166,3493,22315,11659,33975,74744
2022/01/28,2022,1,28,chokepoint28,Kerch Strait,0,2,7,0,8,9,17,0,1699,6846,0,17934,8545,26480,74745
2022/01/29,2022,1,29,chokepoint28,Kerch Strait,2,0,12,0,4,14,18,2395,0,22803,0,9489,25198,34687,74746
2022/01/30,2022,1,30,chokepoint28,Kerch Strait,0,0,3,0,2,3,5,0,0,2538,0,6704,2538,9243,74747
2022/01/31,2022,1,31,chokepoint28,Kerch Strait,0,1,10,1,1,12,13,0,3189,19367,2783,0,25340,25340,74748
2022/02/01,2022,2,1,chokepoint28,Kerch Strait,1,1,9,0,7,11,18,1247,0,15766,0,10757,17014,27772,74749
2022/02/02,2022,2,2,chokepoint28,Kerch Strait,0,0,11,1,3,12,15,0,0,12576,607,13975,13183,27159,74750
2022/02/03,2022,2,3,chokepoint28,Kerch Strait,0,3,9,0,10,12,22,0,20829,9491,0,37635,30321,67956,74751
2022/02/04,2022,2,4,chokepoint28,Kerch Strait,0,0,12,0,3,12,15,0,0,13985,0,8715,13985,22700,74752
2022/02/05,2022,2,5,chokepoint28,Kerch Strait,0,2,10,0,5,12,17,0,9908,16416,0,9439,26325,35765,74753
2022/02/06,2022,2,6,chokepoint28,Kerch Strait,0,3,16,0,8,19,27,0,19524,28117,0,32493,47641,80135,74754
2022/02/07,2022,2,7,chokepoint28,Kerch Strait,0,1,12,1,7,14,21,0,3930,11127,2585,24856,17644,42500,74755
2022/02/08,2022,2,8,chokepoint28,Kerch Strait,0,1,9,0,3,10,13,0,8173,10362,0,5670,18536,24207,74756
2022/02/09,2022,2,9,chokepoint28,Kerch Strait,0,1,12,1,8,14,22,0,1699,14918,0,28240,16618,44859,74757
2022/02/10,2022,2,10,chokepoint28,Kerch Strait,0,2,18,0,11,20,31,0,11769,24757,0,24080,36526,60607,74758
2022/02/11,2022,2,11,chokepoint28,Kerch Strait,0,0,16,0,10,16,26,0,0,25737,0,29062,25737,54799,74759
2022/02/12,2022,2,12,chokepoint28,Kerch Strait,1,2,9,0,4,12,16,1463,6557,11197,0,19067,19219,38287,74760
2022/02/13,2022,2,13,chokepoint28,Kerch Strait,0,2,16,0,8,18,26,0,0,32358,0,22424,32358,54782,74761
2022/02/14,2022,2,14,chokepoint28,Kerch Strait,0,1,7,1,3,9,12,0,0,8167,943,6708,9110,15819,74762
2022/02/15,2022,2,15,chokepoint28,Kerch Strait,0,2,10,1,6,13,19,0,0,12143,3788,24178,15931,40109,74763
2022/02/16,2022,2,16,chokepoint28,Kerch Strait,0,2,12,0,8,14,22,0,12489,24351,0,25027,36841,61869,74764
2022/02/17,2022,2,17,chokepoint28,Kerch Strait,0,1,8,0,4,9,13,0,0,9158,0,11946,9158,21104,74765
2022/02/18,2022,2,18,chokepoint28,Kerch Strait,0,1,9,0,3,10,13,0,0,8943,0,0,8943,8943,74766
2022/02/19,2022,2,19,chokepoint28,Kerch Strait,1,3,13,1,3,18,21,1017,33104,16832,3180,17329,54134,71463,74767
2022/02/20,2022,2,20,chokepoint28,Kerch Strait,1,2,13,0,5,16,21,1200,40108,17976,0,13446,59284,72731,74768
2022/02/21,2022,2,21,chokepoint28,Kerch Strait,0,2,24,0,6,26,32,0,22378,25314,0,10982,47692,58674,74769
2022/02/22,2022,2,22,chokepoint28,Kerch Strait,0,2,21,1,12,24,36,0,10058,23476,435,26064,33970,60034,74770
2022/02/23,2022,2,23,chokepoint28,Kerch Strait,0,1,2,0,6,3,9,0,1699,2078,0,12015,3778,15794,74771
2022/02/24,2022,2,24,chokepoint28,Kerch Strait,0,0,5,0,3,5,8,0,0,4926,0,2500,4926,7426,74772
2022/02/25,2022,2,25,chokepoint28,Kerch Strait,0,0,2,0,3,2,5,0,0,2211,0,11053,2211,13264,74773
2022/02/26,2022,2,26,chokepoint28,Kerch Strait,0,1,2,0,0,3,3,0,0,3996,0,0,3996,3996,74774
2022/02/27,2022,2,27,chokepoint28,Kerch Strait,0,0,4,0,1,4,5,0,0,4044,0,0,4044,4044,74775
2022/02/28,2022,2,28,chokepoint28,Kerch Strait,0,0,2,0,4,2,6,0,0,594,0,0,594,594,74776
2022/03/01,2022,3,1,chokepoint28,Kerch Strait,0,0,0,0,1,0,1,0,0,0,0,0,0,0,74777
2022/03/02,2022,3,2,chokepoint28,Kerch Strait,0,0,3,0,2,3,5,0,0,3367,0,5640,3367,9008,74778
2022/03/03,2022,3,3,chokepoint28,Kerch Strait,0,0,2,0,2,2,4,0,0,1144,0,6704,1144,7848,74779
2022/03/04,2022,3,4,chokepoint28,Kerch Strait,0,0,3,0,3,3,6,0,0,0,0,2272,0,2272,74780
2022/03/05,2022,3,5,chokepoint28,Kerch Strait,0,0,1,0,2,1,3,0,0,0,0,0,0,0,74781
2022/03/06,2022,3,6,chokepoint28,Kerch Strait,0,0,1,0,1,1,2,0,0,707,0,0,707,707,74782
2022/03/07,2022,3,7,chokepoint28,Kerch Strait,0,0,2,0,1,2,3,0,0,0,0,0,0,0,74783
2022/03/08,2022,3,8,chokepoint28,Kerch Strait,0,0,1,1,1,2,3,0,0,3540,817,0,4357,4357,74784
2022/03/09,2022,3,9,chokepoint28,Kerch Strait,0,0,6,1,2,7,9,0,0,4406,3788,0,8195,8195,74785
2022/03/10,2022,3,10,chokepoint28,Kerch Strait,0,0,3,0,3,3,6,0,0,2405,0,0,2405,2405,74786
2022/03/11,2022,3,11,chokepoint28,Kerch Strait,0,0,9,0,5,9,14,0,0,5925,0,6704,5925,12630,74787
2022/03/12,2022,3,12,chokepoint28,Kerch Strait,0,1,6,0,4,7,11,0,0,3637,0,2430,3637,6067,74788
2022/03/13,2022,3,13,chokepoint28,Kerch Strait,0,0,5,0,5,5,10,0,0,4747,0,5098,4747,9846,74789
2022/03/14,2022,3,14,chokepoint28,Kerch Strait,0,0,5,0,3,5,8,0,0,2283,0,0,2283,2283,74790
2022/03/15,2022,3,15,chokepoint28,Kerch Strait,0,0,9,1,3,10,13,0,0,10947,664,0,11611,11611,74791
2022/03/16,2022,3,16,chokepoint28,Kerch Strait,0,1,3,0,3,4,7,0,0,3714,0,11397,3714,15111,74792
2022/03/17,2022,3,17,chokepoint28,Kerch Strait,0,1,11,0,6,12,18,0,0,12333,0,0,12333,12333,74793
2022/03/18,2022,3,18,chokepoint28,Kerch Strait,0,1,2,0,5,3,8,0,1609,1665,0,15820,3274,19095,74794
2022/03/19,2022,3,19,chokepoint28,Kerch Strait,0,0,1,0,1,1,2,0,0,0,0,0,0,0,74795
2022/03/20,2022,3,20,chokepoint28,Kerch Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74796
2022/03/21,2022,3,21,chokepoint28,Kerch Strait,0,1,5,1,7,7,14,0,1699,1833,1176,30182,4709,34891,74797
2022/03/22,2022,3,22,chokepoint28,Kerch Strait,0,0,3,0,3,3,6,0,0,3227,0,11276,3227,14504,74798
2022/03/23,2022,3,23,chokepoint28,Kerch Strait,0,0,4,0,2,4,6,0,0,2245,0,0,2245,2245,74799
2022/03/24,2022,3,24,chokepoint28,Kerch Strait,0,1,11,1,7,13,20,0,0,10816,664,17118,11481,28599,74800
2022/03/25,2022,3,25,chokepoint28,Kerch Strait,0,2,6,0,3,8,11,0,1738,3479,0,9570,5217,14788,74801
2022/03/26,2022,3,26,chokepoint28,Kerch Strait,0,0,13,1,15,14,29,0,0,8337,3788,30961,12125,43086,74802
2022/03/27,2022,3,27,chokepoint28,Kerch Strait,0,1,4,0,2,5,7,0,0,3220,0,6588,3220,9809,74803
2022/03/28,2022,3,28,chokepoint28,Kerch Strait,0,1,7,0,4,8,12,0,0,9705,0,16455,9705,26161,74804
2022/03/29,2022,3,29,chokepoint28,Kerch Strait,0,0,18,0,9,18,27,0,0,14736,0,4783,14736,19520,74805
